repository,number,author,isApprove
"microsoft/Typescript",58846,"navya9singh",true
"microsoft/Typescript",58847,"DanielRosenwasser",true
"microsoft/Typescript",58849,"jakebailey",true
"microsoft/Typescript",58850,"RyanCavanaugh",true
"microsoft/Typescript",58850,"jakebailey",false
"microsoft/Typescript",58854,"jakebailey",true
"microsoft/Typescript",58854,"weswigham",true
"microsoft/Typescript",58857,"jakebailey",true
"microsoft/Typescript",58859,"weswigham",true
"microsoft/Typescript",58864,"sandersn",true
"microsoft/Typescript",58864,"weswigham",true
"microsoft/Typescript",58866,"jakebailey",true
"microsoft/Typescript",58866,"sheetalkamat",false
"microsoft/Typescript",58867,"jakebailey",true
"microsoft/Typescript",58869,"sheetalkamat",true
"microsoft/Typescript",58870,"DanielRosenwasser",false
"microsoft/Typescript",58870,"gabritto",true
"microsoft/Typescript",58870,"weswigham",false
"microsoft/Typescript",58872,"weswigham",true
"microsoft/Typescript",58873,"DanielRosenwasser",false
"microsoft/Typescript",58873,"dmichon-msft",false
"microsoft/Typescript",58873,"jakebailey",true
"microsoft/Typescript",58887,"andrewbranch",true
"microsoft/Typescript",58895,"andrewbranch",true
"microsoft/Typescript",58896,"RyanCavanaugh",true
"microsoft/Typescript",58903,"andrewbranch",true
"microsoft/Typescript",58903,"jakebailey",true
"microsoft/Typescript",58903,"sheetalkamat",false
"microsoft/Typescript",58906,"weswigham",true
"microsoft/Typescript",58917,"sheetalkamat",true
"microsoft/Typescript",58929,"iisaduan",true
"microsoft/Typescript",58929,"jakebailey",false
"microsoft/Typescript",58931,"DanielRosenwasser",true
"microsoft/Typescript",58931,"weswigham",true
"microsoft/Typescript",58941,"RyanCavanaugh",true
"microsoft/Typescript",58941,"andrewbranch",true
"microsoft/Typescript",58941,"jakebailey",false
"microsoft/Typescript",58941,"sheetalkamat",false
"microsoft/Typescript",58945,"jakebailey",true
"microsoft/Typescript",58945,"sheetalkamat",false
"microsoft/Typescript",58947,"DanielRosenwasser",true
"microsoft/Typescript",58947,"sheetalkamat",true
"microsoft/Typescript",58951,"gabritto",true
"microsoft/Typescript",58953,"RyanCavanaugh",true
"microsoft/Typescript",58958,"Andarist",false
"microsoft/Typescript",58958,"jakebailey",true
"microsoft/Typescript",58962,"jakebailey",true
"microsoft/Typescript",58962,"sheetalkamat",false
"microsoft/Typescript",58963,"iisaduan",true
"microsoft/Typescript",58963,"jakebailey",true
"microsoft/Typescript",58966,"andrewbranch",true
"microsoft/Typescript",58966,"jakebailey",true
"microsoft/Typescript",58968,"andrewbranch",true
"microsoft/Typescript",58968,"jakebailey",true
"microsoft/Typescript",58974,"RyanCavanaugh",true
"microsoft/Typescript",58974,"jakebailey",true
"microsoft/Typescript",58981,"DanielRosenwasser",true
"microsoft/Typescript",58981,"graphemecluster",false
"microsoft/Typescript",58981,"rbuckton",true
"microsoft/Typescript",58982,"rbuckton",true
"microsoft/Typescript",58982,"sandersn",false
"microsoft/Typescript",59002,"andrewbranch",true
"microsoft/Typescript",59005,"sheetalkamat",true
"microsoft/Typescript",59006,"DanielRosenwasser",true
"microsoft/Typescript",59006,"sheetalkamat",true
"microsoft/Typescript",59014,"DanielRosenwasser",true
"microsoft/Typescript",59014,"jakebailey",true
"microsoft/Typescript",59017,"DanielRosenwasser",false
"microsoft/Typescript",59017,"jakebailey",false
"microsoft/Typescript",59017,"mmkal",false
"microsoft/Typescript",59017,"sheetalkamat",true
"microsoft/Typescript",59025,"jakebailey",true
"microsoft/Typescript",59025,"sheetalkamat",false
"microsoft/Typescript",59026,"DanielRosenwasser",true
"microsoft/Typescript",59026,"a-tarasyuk",false
"microsoft/Typescript",59026,"jakebailey",false
"microsoft/Typescript",59026,"sandersn",true
"microsoft/Typescript",59040,"andrewbranch",true
"microsoft/Typescript",59040,"jakebailey",true
"microsoft/Typescript",59041,"jakebailey",true
"microsoft/Typescript",59042,"andrewbranch",true
"microsoft/Typescript",59043,"jakebailey",true
"microsoft/Typescript",59044,"andrewbranch",true
"microsoft/Typescript",59045,"jakebailey",true
"microsoft/Typescript",59048,"DanielRosenwasser",false
"microsoft/Typescript",59048,"dmichon-msft",false
"microsoft/Typescript",59048,"jakebailey",false
"microsoft/Typescript",59048,"weswigham",true
"microsoft/Typescript",59065,"weswigham",true
"microsoft/Typescript",59068,"DanielRosenwasser",true
"microsoft/Typescript",59068,"jakebailey",false
"microsoft/Typescript",59070,"jakebailey",true
"microsoft/Typescript",59070,"sheetalkamat",false
"microsoft/Typescript",59071,"jakebailey",true
"microsoft/Typescript",59073,"sandersn",true
"microsoft/Typescript",59084,"sheetalkamat",true
"microsoft/Typescript",59087,"jakebailey",true
"microsoft/Typescript",59089,"Andarist",false
"microsoft/Typescript",59089,"DanielRosenwasser",true
"microsoft/Typescript",59089,"andrewbranch",true
"microsoft/Typescript",59089,"jakebailey",false
"microsoft/Typescript",59093,"andrewbranch",true
"microsoft/Typescript",59110,"weswigham",true
"microsoft/Typescript",59120,"jakebailey",true
"microsoft/Typescript",59121,"Andarist",false
"microsoft/Typescript",59121,"jakebailey",false
"microsoft/Typescript",59121,"weswigham",true
"microsoft/Typescript",59122,"sheetalkamat",true
"microsoft/Typescript",59137,"DanielRosenwasser",false
"microsoft/Typescript",59137,"andrewbranch",true
"microsoft/Typescript",59137,"weswigham",true
"microsoft/Typescript",59154,"DanielRosenwasser",false
"microsoft/Typescript",59154,"dmichon-msft",false
"microsoft/Typescript",59154,"jakebailey",true
"microsoft/Typescript",59155,"Andarist",false
"microsoft/Typescript",59155,"jakebailey",true
"microsoft/Typescript",59160,"Andarist",false
"microsoft/Typescript",59160,"andrewbranch",true
"microsoft/Typescript",59163,"andrewbranch",true
"microsoft/Typescript",59169,"sandersn",true
"microsoft/Typescript",59170,"dragomirtitian",false
"microsoft/Typescript",59170,"jakebailey",false
"microsoft/Typescript",59170,"weswigham",true
"microsoft/Typescript",59181,"jakebailey",true
"microsoft/Typescript",59181,"sheetalkamat",false
"microsoft/Typescript",59182,"jakebailey",true
"microsoft/Typescript",59183,"Andarist",false
"microsoft/Typescript",59183,"RyanCavanaugh",true
"microsoft/Typescript",59183,"ahejlsberg",false
"microsoft/Typescript",59188,"sheetalkamat",true
"microsoft/Typescript",59189,"andrewbranch",true
"microsoft/Typescript",59193,"jakebailey",true
"microsoft/Typescript",59195,"andrewbranch",true
"microsoft/Typescript",59195,"sheetalkamat",true
"microsoft/Typescript",59203,"jakebailey",true
"microsoft/Typescript",59207,"jakebailey",true
"microsoft/Typescript",59208,"jakebailey",true
"microsoft/Typescript",59208,"weswigham",false
"microsoft/Typescript",59213,"jakebailey",true
"microsoft/Typescript",59215,"iisaduan",true
"microsoft/Typescript",59217,"DanielRosenwasser",true
"microsoft/Typescript",59217,"jakebailey",true
"microsoft/Typescript",59217,"sandersn",true
"microsoft/Typescript",59223,"sheetalkamat",true
"microsoft/Typescript",59229,"jakebailey",true
"microsoft/Typescript",59232,"Andarist",false
"microsoft/Typescript",59232,"gabritto",true
"microsoft/Typescript",59232,"weswigham",true
"microsoft/Typescript",59243,"jakebailey",true
"microsoft/Typescript",59259,"jakebailey",false
"microsoft/Typescript",59259,"rubiesonthesky",false
"microsoft/Typescript",59268,"jakebailey",true
"microsoft/Typescript",59268,"rbuckton",true
"microsoft/Typescript",59268,"yeonjuan",false
"microsoft/Typescript",59276,"jakebailey",false
"microsoft/Typescript",59276,"sheetalkamat",true
"microsoft/Typescript",59280,"Andarist",false
"microsoft/Typescript",59280,"DanielRosenwasser",true
"microsoft/Typescript",59280,"jakebailey",true
"microsoft/Typescript",59282,"dragomirtitian",false
"microsoft/Typescript",59282,"jakebailey",true
"microsoft/Typescript",59282,"weswigham",true
"microsoft/Typescript",59285,"jakebailey",false
"microsoft/Typescript",59285,"rbuckton",true
"microsoft/Typescript",59285,"weswigham",true
"microsoft/Typescript",59286,"jakebailey",true
"microsoft/Typescript",59300,"sheetalkamat",true
"microsoft/Typescript",59303,"jakebailey",true
"microsoft/Typescript",59305,"rbuckton",true
"microsoft/Typescript",59306,"DanielRosenwasser",true
"microsoft/Typescript",59306,"a-tarasyuk",false
"microsoft/Typescript",59306,"jakebailey",true
"microsoft/Typescript",59310,"DanielRosenwasser",false
"microsoft/Typescript",59310,"RyanCavanaugh",false
"microsoft/Typescript",59310,"jakebailey",true
"microsoft/Typescript",59311,"jakebailey",true
"microsoft/Typescript",59316,"Andarist",false
"microsoft/Typescript",59316,"andrewbranch",true
"microsoft/Typescript",59316,"jakebailey",true
"microsoft/Typescript",59316,"syi0808",false
"microsoft/Typescript",59325,"jakebailey",false
"microsoft/Typescript",59325,"rbuckton",false
"microsoft/Typescript",59325,"weswigham",true
"microsoft/Typescript",59328,"sheetalkamat",true
"microsoft/Typescript",59332,"DanielRosenwasser",false
"microsoft/Typescript",59332,"andrewbranch",false
"microsoft/Typescript",59332,"armanio123",false
"microsoft/Typescript",59332,"gabritto",false
"microsoft/Typescript",59332,"jakebailey",true
"microsoft/Typescript",59332,"rbuckton",true
"microsoft/Typescript",59332,"weswigham",true
"microsoft/Typescript",59333,"jakebailey",true
"microsoft/Typescript",59337,"weswigham",true
"microsoft/Typescript",59339,"andrewbranch",true
"microsoft/Typescript",59339,"gabritto",false
"microsoft/Typescript",59347,"jakebailey",false
"microsoft/Typescript",59347,"sheetalkamat",true
"microsoft/Typescript",59348,"sheetalkamat",true
"microsoft/Typescript",59351,"jakebailey",true
"microsoft/Typescript",59351,"sheetalkamat",false
"microsoft/Typescript",59358,"DanielRosenwasser",true
"microsoft/Typescript",59360,"sandersn",true
"microsoft/Typescript",59366,"jakebailey",true
"microsoft/Typescript",59366,"sandersn",true
"microsoft/Typescript",59368,"jakebailey",true
"microsoft/Typescript",59369,"DanielRosenwasser",true
"microsoft/Typescript",59369,"sheetalkamat",true
"microsoft/Typescript",59371,"RyanCavanaugh",true
"microsoft/Typescript",59374,"Andarist",false
"microsoft/Typescript",59374,"jakebailey",true
"microsoft/Typescript",59375,"Andarist",false
"microsoft/Typescript",59375,"jakebailey",true
"microsoft/Typescript",59376,"jakebailey",true
"microsoft/Typescript",59387,"jakebailey",true
"microsoft/Typescript",59388,"jakebailey",true
"microsoft/Typescript",59395,"sheetalkamat",true
"microsoft/Typescript",59398,"jakebailey",true
"microsoft/Typescript",59398,"weswigham",false
"microsoft/Typescript",59410,"andrewbranch",true
"microsoft/Typescript",59412,"andrewbranch",true
"microsoft/Typescript",59412,"sheetalkamat",true
"microsoft/Typescript",59416,"gabritto",true
"microsoft/Typescript",59417,"gabritto",false
"microsoft/Typescript",59417,"jakebailey",true
"microsoft/Typescript",59417,"rbuckton",false
"microsoft/Typescript",59418,"andrewbranch",true
"microsoft/Typescript",59418,"jakebailey",true
"microsoft/Typescript",59421,"RyanCavanaugh",true
"microsoft/Typescript",59425,"jsep",false
"microsoft/Typescript",59425,"sandersn",true
"microsoft/Typescript",59425,"weswigham",false
"microsoft/Typescript",59426,"DanielRosenwasser",true
"microsoft/Typescript",59427,"RyanCavanaugh",true
"microsoft/Typescript",59428,"Andarist",false
"microsoft/Typescript",59428,"jakebailey",true
"microsoft/Typescript",59433,"jakebailey",true
"microsoft/Typescript",59434,"Andarist",false
"microsoft/Typescript",59434,"jakebailey",true
"microsoft/Typescript",59436,"rbuckton",true
"microsoft/Typescript",59436,"sheetalkamat",true
"microsoft/Typescript",59438,"andrewbranch",false
"microsoft/Typescript",59438,"gabritto",true
"microsoft/Typescript",59438,"jakebailey",true
"microsoft/Typescript",59440,"armanio123",false
"microsoft/Typescript",59440,"jakebailey",true
"microsoft/Typescript",59440,"weswigham",true
"microsoft/Typescript",59441,"Andarist",false
"microsoft/Typescript",59441,"MariaSolOs",false
"microsoft/Typescript",59441,"jakebailey",true
"microsoft/Typescript",59454,"jakebailey",true
"microsoft/Typescript",59466,"RyanCavanaugh",true
"microsoft/Typescript",59466,"jakebailey",false
"microsoft/Typescript",59467,"RyanCavanaugh",true
"microsoft/Typescript",59467,"rbuckton",true
"microsoft/Typescript",59468,"jakebailey",true
"microsoft/Typescript",59479,"jakebailey",true
"microsoft/Typescript",59491,"rbuckton",true
"microsoft/Typescript",59493,"jakebailey",true
"microsoft/Typescript",59500,"andrewbranch",true
"microsoft/Typescript",59502,"DanielRosenwasser",true
"microsoft/Typescript",59504,"Andarist",false
"microsoft/Typescript",59504,"DanielRosenwasser",false
"microsoft/Typescript",59504,"MariaSolOs",true
"microsoft/Typescript",59504,"Sandra-Amina-Boss",false
"microsoft/Typescript",59504,"gabritto",true
"microsoft/Typescript",59506,"jakebailey",true
"microsoft/Typescript",59507,"DanielRosenwasser",true
"microsoft/Typescript",59510,"jakebailey",true
"microsoft/Typescript",59510,"weswigham",true
"microsoft/Typescript",59511,"jakebailey",true
"microsoft/Typescript",59514,"jakebailey",true
"microsoft/Typescript",59514,"rbuckton",false
"microsoft/Typescript",59516,"ahejlsberg",false
"microsoft/Typescript",59516,"jakebailey",true
"microsoft/Typescript",59518,"sheetalkamat",true
"microsoft/Typescript",59519,"ehoogeveen-medweb",false
"microsoft/Typescript",59519,"gabritto",true
"microsoft/Typescript",59519,"jakebailey",false
"microsoft/Typescript",59519,"weswigham",false
"microsoft/Typescript",59522,"jakebailey",true
"microsoft/Typescript",59523,"andrewbranch",true
"microsoft/Typescript",59526,"RyanCavanaugh",true
"microsoft/Typescript",59526,"jakebailey",false
"microsoft/Typescript",59527,"jakebailey",true
"microsoft/Typescript",59527,"sandersn",true
"microsoft/Typescript",59538,"jakebailey",false
"microsoft/Typescript",59538,"weswigham",true
"microsoft/Typescript",59542,"DanielRosenwasser",true
"microsoft/Typescript",59542,"andrewbranch",true
"microsoft/Typescript",59542,"jakebailey",false
"microsoft/Typescript",59542,"navya9singh",false
"microsoft/Typescript",59542,"sheetalkamat",true
"microsoft/Typescript",59543,"andrewbranch",false
"microsoft/Typescript",59543,"gabritto",true
"microsoft/Typescript",59543,"jakebailey",false
"microsoft/Typescript",59543,"mjbvz",false
"microsoft/Typescript",59543,"sandersn",true
"microsoft/Typescript",59543,"sheetalkamat",true
"microsoft/Typescript",59544,"andrewbranch",true
"microsoft/Typescript",59544,"sheetalkamat",true
"microsoft/Typescript",59563,"DanielRosenwasser",false
"microsoft/Typescript",59563,"a-tarasyuk",false
"microsoft/Typescript",59563,"iisaduan",true
"microsoft/Typescript",59564,"andrewbranch",false
"microsoft/Typescript",59564,"jakebailey",true
"microsoft/Typescript",59564,"sheetalkamat",true
"microsoft/Typescript",59569,"RyanCavanaugh",true
"microsoft/Typescript",59590,"jakebailey",true
"microsoft/Typescript",59590,"rbuckton",true
"microsoft/Typescript",59598,"jakebailey",true
"microsoft/Typescript",59604,"andrewbranch",false
"microsoft/Typescript",59604,"jakebailey",true
"microsoft/Typescript",59604,"sheetalkamat",true
"microsoft/Typescript",59609,"iisaduan",true
"microsoft/Typescript",59609,"sandersn",false
"microsoft/Typescript",59611,"jakebailey",true
"microsoft/Typescript",59612,"jakebailey",true
"microsoft/Typescript",59621,"sheetalkamat",true
"microsoft/Typescript",59625,"jakebailey",true
"microsoft/Typescript",59628,"jakebailey",true
"microsoft/Typescript",59633,"rbuckton",false
"microsoft/Typescript",59633,"sandersn",true
"microsoft/Typescript",59634,"andrewbranch",true
"microsoft/Typescript",59634,"jakebailey",true
"microsoft/Typescript",59635,"Andarist",false
"microsoft/Typescript",59635,"andrewbranch",false
"microsoft/Typescript",59635,"iisaduan",false
"microsoft/Typescript",59635,"jakebailey",true
"microsoft/Typescript",59635,"rbuckton",true
"microsoft/Typescript",59635,"sheetalkamat",false
"microsoft/Typescript",59635,"weswigham",false
"microsoft/Typescript",59636,"dimitropoulos",false
"microsoft/Typescript",59636,"sheetalkamat",true
"microsoft/Typescript",59639,"jakebailey",true
"microsoft/Typescript",59642,"sheetalkamat",true
"microsoft/Typescript",59642,"weswigham",true
"microsoft/Typescript",59644,"gabritto",true
"microsoft/Typescript",59647,"armanio123",true
"microsoft/Typescript",59647,"jakebailey",true
"microsoft/Typescript",59661,"jakebailey",true
"microsoft/Typescript",59661,"sandersn",false
"microsoft/Typescript",59663,"navya9singh",true
"microsoft/Typescript",59665,"blickly",false
"microsoft/Typescript",59665,"jakebailey",true
"microsoft/Typescript",59665,"sandersn",true
"microsoft/Typescript",59669,"jakebailey",true
"microsoft/Typescript",59670,"DanielRosenwasser",true
"microsoft/Typescript",59673,"Andarist",false
"microsoft/Typescript",59673,"MichalMarsalek",false
"microsoft/Typescript",59673,"jakebailey",true
"microsoft/Typescript",59675,"jakebailey",true
"microsoft/Typescript",59680,"jakebailey",true
"microsoft/Typescript",59686,"sheetalkamat",true
"microsoft/Typescript",59687,"RyanCavanaugh",true
"microsoft/Typescript",59688,"jakebailey",true
"microsoft/Typescript",59689,"jakebailey",true
"microsoft/Typescript",59692,"sheetalkamat",true
"microsoft/Typescript",59693,"jakebailey",true
"microsoft/Typescript",59694,"DanielRosenwasser",false
"microsoft/Typescript",59694,"jakebailey",true
"microsoft/Typescript",59695,"DanielRosenwasser",true
"microsoft/Typescript",59702,"sheetalkamat",true
"microsoft/Typescript",59708,"jakebailey",true
"microsoft/Typescript",59710,"DanielRosenwasser",true
"microsoft/Typescript",59711,"jakebailey",true
"microsoft/Typescript",59711,"sandersn",true
"microsoft/Typescript",59714,"gabritto",true
"microsoft/Typescript",59720,"anishkumar127",false
"microsoft/Typescript",59720,"jakebailey",false
"microsoft/Typescript",59720,"sandersn",true
"microsoft/Typescript",59722,"DanielRosenwasser",true
"microsoft/Typescript",59722,"sheetalkamat",true
"microsoft/Typescript",59725,"DanielRosenwasser",true
"microsoft/Typescript",59732,"Andarist",false
"microsoft/Typescript",59732,"jakebailey",true
"microsoft/Typescript",59732,"rbuckton",true
"microsoft/Typescript",59753,"DanielRosenwasser",true
"microsoft/Typescript",59757,"RyanCavanaugh",true
"microsoft/Typescript",59760,"rbuckton",true
"microsoft/Typescript",59761,"jakebailey",true
"microsoft/Typescript",59762,"DanielRosenwasser",true
"microsoft/Typescript",59767,"andrewbranch",false
"microsoft/Typescript",59767,"jakebailey",true
"microsoft/Typescript",59767,"rbuckton",true
"microsoft/Typescript",59767,"sant123",false
"microsoft/Typescript",59767,"weswigham",false
"microsoft/Typescript",59774,"DanielRosenwasser",false
"microsoft/Typescript",59774,"RyanCavanaugh",true
"microsoft/Typescript",59774,"hyzyla",false
"microsoft/Typescript",59783,"jakebailey",true
"microsoft/Typescript",59793,"Andarist",false
"microsoft/Typescript",59793,"gabritto",true
"microsoft/Typescript",59795,"jakebailey",true
"microsoft/Typescript",59797,"andrewbranch",true
"microsoft/Typescript",59801,"jakebailey",true
"microsoft/Typescript",59803,"jakebailey",true
"microsoft/Typescript",59810,"DanielRosenwasser",true
"microsoft/Typescript",59837,"iisaduan",true
"microsoft/Typescript",59844,"andrewbranch",true
"microsoft/Typescript",59844,"sheetalkamat",false
"microsoft/Typescript",59852,"andrewbranch",true
"microsoft/Typescript",59853,"jakebailey",true
"microsoft/Typescript",59860,"jakebailey",true
"microsoft/Typescript",59860,"weswigham",false
"microsoft/Typescript",59869,"jakebailey",true
"microsoft/Typescript",59871,"jakebailey",true
"microsoft/Typescript",59874,"jakebailey",true
"microsoft/Typescript",59875,"andrewbranch",true
"microsoft/Typescript",59882,"jakebailey",true
"microsoft/Typescript",59885,"andrewbranch",true
"microsoft/Typescript",59889,"andrewbranch",true
"microsoft/Typescript",59907,"Machine391",false
"microsoft/Typescript",59907,"sheetalkamat",true
"microsoft/Typescript",59931,"DanielRosenwasser",false
"microsoft/Typescript",59931,"sandersn",true
"microsoft/Typescript",59931,"weswigham",false
"microsoft/Typescript",59932,"jakebailey",true
"microsoft/Typescript",59932,"sheetalkamat",true
"microsoft/Typescript",59933,"Andarist",false
"microsoft/Typescript",59933,"DanielRosenwasser",false
"microsoft/Typescript",59933,"iisaduan",false
"microsoft/Typescript",59933,"weswigham",true
"microsoft/Typescript",59940,"RyanCavanaugh",true
"microsoft/Typescript",59960,"jakebailey",true
"microsoft/Typescript",59963,"andrewbranch",true
"microsoft/Typescript",59963,"sandersn",false
"microsoft/Typescript",59963,"sheetalkamat",true
"microsoft/Typescript",60002,"jakebailey",true
"microsoft/Typescript",60009,"jakebailey",true
"microsoft/Typescript",60009,"sheetalkamat",true
"microsoft/Typescript",60011,"sandersn",true
"microsoft/Typescript",60013,"jakebailey",true
"microsoft/Typescript",60019,"andrewbranch",false
"microsoft/Typescript",60019,"weswigham",true
"microsoft/Typescript",60027,"Andarist",false
"microsoft/Typescript",60027,"gabritto",true
"microsoft/Typescript",60027,"jakebailey",true
"microsoft/Typescript",60034,"jakebailey",true
"microsoft/Typescript",60035,"Andarist",false
"microsoft/Typescript",60035,"andrewbranch",true
"microsoft/Typescript",60049,"andrewbranch",true
"microsoft/Typescript",60052,"RyanCavanaugh",true
"microsoft/Typescript",60053,"mjbvz",true
"microsoft/Typescript",60053,"navya9singh",false
"microsoft/Typescript",60053,"sheetalkamat",true
"microsoft/Typescript",60061,"jakebailey",true
"microsoft/Typescript",60061,"sandersn",false
"microsoft/Typescript",60075,"sheetalkamat",true
"microsoft/Typescript",60078,"sheetalkamat",true
"microsoft/Typescript",60083,"jakebailey",true
"microsoft/Typescript",60085,"sheetalkamat",true
"microsoft/Typescript",60086,"DanielRosenwasser",true
"microsoft/Typescript",60101,"jakebailey",true
"microsoft/Typescript",60109,"DanielRosenwasser",true
"microsoft/Typescript",60122,"Andarist",false
"microsoft/Typescript",60122,"iisaduan",false
"microsoft/Typescript",60122,"jakebailey",false
"microsoft/Typescript",60122,"weswigham",true
"microsoft/Typescript",60129,"Andarist",false
"microsoft/Typescript",60129,"jakebailey",true
"microsoft/Typescript",60136,"RyanCavanaugh",true
"microsoft/Typescript",60143,"navya9singh",true
"microsoft/Typescript",60147,"jakebailey",true
"microsoft/Typescript",60150,"petamoriken",false
"microsoft/Typescript",60150,"rbuckton",true
"microsoft/Typescript",60151,"rbuckton",true
"microsoft/Typescript",60152,"iisaduan",true
"microsoft/Typescript",60157,"RyanCavanaugh",true
"microsoft/Typescript",60160,"jakebailey",true
"microsoft/Typescript",60163,"rbuckton",true
"microsoft/Typescript",60169,"RyanCavanaugh",true
"microsoft/Typescript",60174,"iisaduan",true
"microsoft/Typescript",60183,"jakebailey",true
"microsoft/Typescript",60191,"DanielRosenwasser",true
"microsoft/Typescript",60195,"Andarist",false
"microsoft/Typescript",60195,"jakebailey",true
"microsoft/Typescript",60201,"RyanCavanaugh",true
"microsoft/Typescript",60203,"andrewbranch",true
"microsoft/Typescript",60208,"Andarist",false
"microsoft/Typescript",60208,"LukeAbby",false
"microsoft/Typescript",60208,"gabritto",true
"microsoft/Typescript",60208,"jakebailey",true
"microsoft/Typescript",60218,"jakebailey",true
"microsoft/Typescript",60224,"jakebailey",true
"microsoft/Typescript",60224,"rbuckton",false
"microsoft/Typescript",60225,"jakebailey",true
"microsoft/Typescript",60228,"jakebailey",true
"microsoft/Typescript",60232,"dirkluijk",false
"microsoft/Typescript",60232,"gabritto",true
"microsoft/Typescript",60232,"jakebailey",false
"microsoft/Typescript",60232,"ljharb",false
"microsoft/Typescript",60234,"dragomirtitian",false
"microsoft/Typescript",60234,"jakebailey",true
"microsoft/Typescript",60236,"iisaduan",true
"microsoft/Typescript",60236,"jakebailey",false
"microsoft/Typescript",60238,"iisaduan",true
"microsoft/Typescript",60240,"andrewbranch",false
"microsoft/Typescript",60240,"jakebailey",true
"microsoft/Typescript",60250,"jakebailey",false
"microsoft/Typescript",60250,"mrazauskas",false
"microsoft/Typescript",60250,"sandersn",true
"microsoft/Typescript",60252,"rbuckton",true
"microsoft/Typescript",60257,"jakebailey",true
"microsoft/Typescript",60262,"weswigham",true
"microsoft/Typescript",60267,"andrewbranch",true
"microsoft/Typescript",60267,"jakebailey",true
"microsoft/Typescript",60272,"Andarist",false
"microsoft/Typescript",60272,"DanielRosenwasser",true
"microsoft/Typescript",60272,"jakebailey",true
"microsoft/Typescript",60295,"jakebailey",true
"microsoft/Typescript",60303,"DanielRosenwasser",true
"microsoft/Typescript",60303,"iisaduan",true
"microsoft/Typescript",60303,"jakebailey",true
"microsoft/Typescript",60304,"andrewbranch",true
"microsoft/Typescript",60309,"andrewbranch",true
"microsoft/Typescript",60309,"sandersn",true
"microsoft/Typescript",60313,"Andarist",false
"microsoft/Typescript",60313,"andrewbranch",true
"microsoft/Typescript",60314,"Andarist",false
"microsoft/Typescript",60314,"jakebailey",true
"microsoft/Typescript",60321,"gabritto",true
"microsoft/Typescript",60321,"jakebailey",true
"microsoft/Typescript",60328,"andrewbranch",true
"microsoft/Typescript",60328,"jakebailey",true
"microsoft/Typescript",60333,"andrewbranch",true
"microsoft/Typescript",60333,"iisaduan",false
"microsoft/Typescript",60333,"navya9singh",false
"microsoft/Typescript",60339,"sandersn",true
"microsoft/Typescript",60340,"asmtilde",false
"microsoft/Typescript",60340,"jakebailey",true
"microsoft/Typescript",60356,"jakebailey",true
"microsoft/Typescript",60358,"DanielRosenwasser",true
"microsoft/Typescript",60362,"andrewbranch",true
"microsoft/Typescript",60377,"iisaduan",true
"microsoft/Typescript",60377,"sandersn",false
"microsoft/Typescript",60378,"a-tarasyuk",false
"microsoft/Typescript",60378,"jakebailey",true
"microsoft/Typescript",60384,"DanielRosenwasser",false
"microsoft/Typescript",60384,"RyanCavanaugh",true
"microsoft/Typescript",60384,"iisaduan",false
"microsoft/Typescript",60384,"mjbvz",true
"microsoft/Typescript",60384,"sandersn",true
"microsoft/Typescript",60385,"jakebailey",true
"microsoft/Typescript",60391,"jakebailey",true
"microsoft/Typescript",60391,"rbuckton",false
"microsoft/Typescript",60393,"Andarist",false
"microsoft/Typescript",60393,"dragomirtitian",false
"microsoft/Typescript",60393,"jakebailey",true
"microsoft/Typescript",60402,"RyanCavanaugh",true
"microsoft/Typescript",60402,"jakebailey",true
"microsoft/Typescript",60415,"jakebailey",true
"microsoft/Typescript",60416,"RyanCavanaugh",true
"microsoft/Typescript",60416,"jakebailey",true
"microsoft/Typescript",60422,"andrewbranch",true
"microsoft/Typescript",60424,"andrewbranch",true
"microsoft/Typescript",60440,"jakebailey",true
"microsoft/Typescript",60450,"iisaduan",true
"microsoft/Typescript",60488,"jakebailey",true
"microsoft/Typescript",60490,"Andarist",false
"microsoft/Typescript",60490,"a-tarasyuk",false
"microsoft/Typescript",60490,"jakebailey",true
"microsoft/Typescript",60493,"Psychpsyo",false
"microsoft/Typescript",60493,"RyanCavanaugh",true
"microsoft/Typescript",60493,"j4k0xb",false
"microsoft/Typescript",60495,"sandersn",true
"microsoft/Typescript",60502,"jakebailey",true
"microsoft/Typescript",60510,"RyanCavanaugh",true
"microsoft/Typescript",60510,"jakebailey",true
"microsoft/Typescript",60513,"DanielRosenwasser",true
"microsoft/Typescript",60541,"jakebailey",true
"microsoft/Typescript",60566,"a-tarasyuk",false
"microsoft/Typescript",60566,"jakebailey",true
"microsoft/Typescript",60576,"Andarist",false
"microsoft/Typescript",60576,"dragomirtitian",false
"microsoft/Typescript",60576,"jakebailey",true
"microsoft/Typescript",60576,"weswigham",true
"microsoft/Typescript",60581,"jakebailey",true
"microsoft/Typescript",60615,"andrewbranch",true
"microsoft/Typescript",60616,"jakebailey",true
"microsoft/Typescript",60618,"DanielRosenwasser",true
"microsoft/Typescript",60622,"jakebailey",true
"microsoft/Typescript",60622,"petamoriken",false
"microsoft/Typescript",60622,"rbuckton",true
"microsoft/Typescript",60640,"jakebailey",true
"microsoft/Typescript",60644,"gabritto",true
"microsoft/Typescript",60662,"jakebailey",true
"microsoft/Typescript",60662,"rbuckton",false
"microsoft/Typescript",60673,"jakebailey",true
"microsoft/Typescript",60674,"DanielRosenwasser",true
